version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
machine_array,1024,3,16384,17242167,1052.378357,973.034074,9144892799671836672
machine_array,1024,4,16384,17133959,1045.773865,979.179184,9144892799671836672
machine_list,1024,4,16384,34471750,2103.988647,486.694641,9144892799671836672
word_blocks,1024,4,8192,56605625,6909.866333,148.193894,722304732373962752
uint64_limbs,1024,4,256,40349459,157615.074219,6.496841,5469037453344759424
original_full_nat,1024,4,512,76534041,149480.548828,6.850390,15505493439845481728
original_full_nat,1024,5,512,77586333,151535.806641,6.757479,15505493439845481728
uint64_limbs,1024,5,256,42290792,165198.406250,6.198607,5469037453344759424
word_blocks,1024,5,8192,58018250,7082.305908,144.585678,722304732373962752
machine_list,1024,5,16384,33005000,2014.465332,508.323466,9144892799671836672
machine_array,1024,5,16384,17247584,1052.708984,972.728470,9144892799671836672
machine_array,1024,6,16384,17172792,1048.144043,976.964957,9144892799671836672
machine_list,1024,6,16384,32750042,1998.903931,512.280748,9144892799671836672
word_blocks,1024,6,8192,56619459,6911.555054,148.157686,722304732373962752
uint64_limbs,1024,6,256,41366583,161588.214844,6.337096,5469037453344759424
original_full_nat,1024,6,512,76631000,149669.921875,6.841722,15505493439845481728
original_full_nat,1024,7,512,76746208,149894.937500,6.831452,15505493439845481728
uint64_limbs,1024,7,256,41564291,162360.511719,6.306952,5469037453344759424
word_blocks,1024,7,8192,55932750,6827.728271,149.976677,722304732373962752
machine_list,1024,7,16384,32541083,1986.150085,515.570302,9144892799671836672
machine_array,1024,7,16384,17396000,1061.767578,964.429524,9144892799671836672
machine_array,1024,8,16384,17286333,1055.074036,970.548005,9144892799671836672
machine_list,1024,8,16384,32251250,1968.460083,520.203589,9144892799671836672
word_blocks,1024,8,8192,56267500,6868.591309,149.084427,722304732373962752
uint64_limbs,1024,8,256,40428709,157924.644531,6.484105,5469037453344759424
original_full_nat,1024,8,512,75319958,147109.292969,6.960811,15505493439845481728
original_full_nat,1024,9,512,75458167,147379.232422,6.948062,15505493439845481728
uint64_limbs,1024,9,256,41262042,161179.851562,6.353151,5469037453344759424
word_blocks,1024,9,8192,56114042,6849.858643,149.492136,722304732373962752
machine_list,1024,9,16384,32548875,1986.625671,515.446878,9144892799671836672
machine_array,1024,9,16384,17563708,1072.003662,955.220617,9144892799671836672
original_full_nat,4096,1,128,73304125,572688.476562,7.152231,689248347845020736
uint64_limbs,4096,1,128,80295209,627306.320312,6.529505,689248347845020736
word_blocks,4096,1,4096,50609708,12355.885742,331.501932,4612679347921848320
machine_list,4096,1,8192,59723083,7290.415405,561.833554,11022003190908522496
machine_array,4096,1,16384,58452542,3567.660034,1148.091455,14234499202467373056
machine_array,4096,2,16384,58380000,3563.232422,1149.518054,14234499202467373056
machine_list,4096,2,8192,60112167,7337.911011,558.197012,11022003190908522496
word_blocks,4096,2,4096,50628459,12360.463623,331.379156,4612679347921848320
uint64_limbs,4096,2,128,78498416,613268.875000,6.678963,689248347845020736
original_full_nat,4096,2,128,73056250,570751.953125,7.176498,689248347845020736
original_full_nat,4096,3,128,73159709,571560.226562,7.166349,689248347845020736
uint64_limbs,4096,3,128,79963458,624714.515625,6.556595,689248347845020736
word_blocks,4096,3,4096,53140042,12973.643066,315.717026,4612679347921848320
machine_list,4096,3,8192,64286125,7847.427368,521.954496,11022003190908522496
machine_array,4096,3,16384,58369375,3562.583923,1149.727301,14234499202467373056
machine_array,4096,4,16384,58363167,3562.205017,1149.849596,14234499202467373056
machine_list,4096,4,8192,60322209,7363.550903,556.253369,11022003190908522496
word_blocks,4096,4,4096,51627625,12604.400635,324.965869,4612679347921848320
uint64_limbs,4096,4,128,77107875,602405.273438,6.799409,689248347845020736
original_full_nat,4096,4,128,72671792,567748.375000,7.214464,689248347845020736
original_full_nat,4096,5,128,73033917,570577.476562,7.178692,689248347845020736
uint64_limbs,4096,5,128,78418042,612640.953125,6.685808,689248347845020736
word_blocks,4096,5,4096,50599625,12353.424072,331.567991,4612679347921848320
machine_list,4096,5,8192,60201958,7348.871826,557.364463,11022003190908522496
machine_array,4096,5,16384,58192166,3551.767944,1153.228495,14234499202467373056
machine_array,4096,6,16384,58536042,3572.756470,1146.453735,14234499202467373056
machine_list,4096,6,8192,60385833,7371.317505,555.667287,11022003190908522496
word_blocks,4096,6,4096,51084500,12471.801758,328.420871,4612679347921848320
uint64_limbs,4096,6,128,78175958,610749.671875,6.706512,689248347845020736
original_full_nat,4096,6,128,73719375,575932.617188,7.111943,689248347845020736
original_full_nat,4096,7,128,71918666,561864.578125,7.290013,689248347845020736
uint64_limbs,4096,7,128,79391209,620243.820312,6.603855,689248347845020736
