version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
original_full_nat,64,6,4096,65767625,16056.549072,3.985913,16824613268559063040
original_full_nat,64,7,4096,66713708,16287.526367,3.929387,16824613268559063040
uint64_limbs,64,7,4096,75436625,18417.144775,3.475023,16824613268559063040
word_blocks,64,7,8192,44365416,5415.700195,11.817493,2686843086659833856
machine_list,64,7,16384,7190208,438.855469,145.833890,1006669188974354432
machine_array,64,7,16384,4238375,258.689880,247.400478,1006669188974354432
machine_array,64,8,16384,4150875,253.349304,252.615653,1006669188974354432
machine_list,64,8,16384,7227625,441.139221,145.078916,1006669188974354432
word_blocks,64,8,8192,43768917,5342.885376,11.978546,2686843086659833856
uint64_limbs,64,8,4096,73285459,17891.957764,3.577026,16824613268559063040
original_full_nat,64,8,4096,65301125,15942.657471,4.014387,16824613268559063040
original_full_nat,64,9,4096,65410208,15969.289062,4.007692,16824613268559063040
uint64_limbs,64,9,4096,72774834,17767.293457,3.602124,16824613268559063040
word_blocks,64,9,8192,43273541,5282.414673,12.115671,2686843086659833856
machine_list,64,9,16384,6891292,420.611084,152.159566,1006669188974354432
machine_array,64,9,16384,4139375,252.647400,253.317469,1006669188974354432
original_full_nat,256,1,1024,43114000,42103.515625,6.080252,14158771454154519040
uint64_limbs,256,1,1024,46770459,45674.276367,5.604905,14158771454154519040
word_blocks,256,1,8192,45997417,5614.919067,45.592821,15805974032992538624
machine_list,256,1,16384,12591833,768.544495,333.097175,7464779945385074688
machine_array,256,1,16384,6949042,424.135864,603.580177,7464779945385074688
machine_array,256,2,16384,7147459,436.246277,586.824492,7464779945385074688
machine_list,256,2,16384,12980333,792.256653,323.127612,7464779945385074688
word_blocks,256,2,8192,47924250,5850.128174,43.759725,15805974032992538624
uint64_limbs,256,2,1024,48101708,46974.324219,5.449786,14158771454154519040
original_full_nat,256,2,1024,44074625,43041.625977,5.947731,14158771454154519040
original_full_nat,256,3,1024,43826709,42799.520508,5.981375,14158771454154519040
uint64_limbs,256,3,1024,47460375,46348.022461,5.523429,14158771454154519040
word_blocks,256,3,8192,46206625,5640.457153,45.386392,15805974032992538624
machine_list,256,3,16384,12542417,765.528381,334.409548,7464779945385074688
machine_array,256,3,16384,6924833,422.658264,605.690274,7464779945385074688
machine_array,256,4,16384,6892667,420.695007,608.516848,7464779945385074688
machine_list,256,4,16384,12464625,760.780334,336.496605,7464779945385074688
word_blocks,256,4,8192,46270417,5648.244263,45.323819,15805974032992538624
uint64_limbs,256,4,1024,47137500,46032.714844,5.561262,14158771454154519040
original_full_nat,256,4,1024,43574625,42553.344727,6.015978,14158771454154519040
original_full_nat,256,5,1024,43506667,42486.979492,6.025375,14158771454154519040
uint64_limbs,256,5,1024,47585833,46470.540039,5.508866,14158771454154519040
word_blocks,256,5,8192,45956125,5609.878540,45.633787,15805974032992538624
machine_list,256,5,16384,12320417,751.978577,340.435230,7464779945385074688
machine_array,256,5,16384,7016250,428.237915,597.798539,7464779945385074688
machine_array,256,6,16384,6818209,416.150452,615.162134,7464779945385074688
machine_list,256,6,16384,12054917,735.773743,347.933047,7464779945385074688
word_blocks,256,6,8192,45082541,5503.239868,46.518052,15805974032992538624
uint64_limbs,256,6,1024,46578917,45487.223633,5.627954,14158771454154519040
original_full_nat,256,6,1024,43013959,42005.819336,6.094394,14158771454154519040
